,walltimes,unp_rank,generations,n_reused,n_rejected,grad_norm,workertimes,param_norm,baseline_mu,baseline_sigma,sigma,beta,lr_0,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val,accuracy_min,accuracy_max,accuracy_avg,accuracy_var,accuracy_sum,accuracy_unp,accuracy_val
85,300.87579226493835,1,85,0,0,0.24118125,3.5772368907928467,17.123007,0.0,0.0,0.05,-5.9914646,1.0,-1.1235666275024414,-0.98580402135849,-1.055047631263733,0.000736638845410198,-105.50476837158203,-0.9033836,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
86,304.749324798584,1,86,0,0,0.24332501,3.7064497470855713,17.139694,0.0,0.0,0.05,-5.9914646,1.0,-1.1209789514541626,-0.9846174120903015,-1.0547202825546265,0.0009255830082111061,-105.47203063964844,-0.91612434,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
87,308.3752188682556,1,87,0,0,0.24342692,3.453089952468872,17.155178,0.0,0.0,0.05,-5.9914646,1.0,-1.1127445697784424,-0.9688742756843567,-1.0493022203445435,0.0009234579629264772,-104.93022155761719,-0.9005522,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
88,312.0915684700012,1,88,0,0,0.24332274,3.585393190383911,17.171535,0.0,0.0,0.05,-5.9914646,1.0,-1.139333724975586,-0.9572307467460632,-1.0418130159378052,0.0010985310655087233,-104.18130493164062,-0.8861961,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
89,315.7660880088806,1,89,0,0,0.24440922,3.501802921295166,17.187006,0.0,0.0,0.05,-5.9914646,1.0,-1.1346181631088257,-0.9748576879501343,-1.0361300706863403,0.0008602199959568679,-103.61300659179688,-0.90043014,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
90,319.2123818397522,1,90,0,0,0.2435283,3.313906669616699,17.20117,0.0,0.0,0.05,-5.9914646,1.0,-1.0870211124420166,-0.963752269744873,-1.0321135520935059,0.0007650506449863315,-103.21135711669922,-0.88281953,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
91,322.7856981754303,1,91,0,0,0.24290937,3.4006094932556152,17.217775,0.0,0.0,0.05,-5.9914646,1.0,-1.0922459363937378,-0.9404460191726685,-1.023950457572937,0.0008983786683529615,-102.39505004882812,-0.85066587,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
92,326.5595905780792,1,92,0,0,0.2436786,3.641916275024414,17.234144,0.0,0.0,0.05,-5.9914646,1.0,-1.0950980186462402,-0.9436488151550293,-1.0209914445877075,0.0007722114096395671,-102.0991439819336,-0.8753226,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
93,330.28931617736816,1,93,0,0,0.24369137,3.561936378479004,17.252274,0.0,0.0,0.05,-5.9914646,1.0,-1.0861650705337524,-0.9606735110282898,-1.0198235511779785,0.0008456098148599267,-101.98235321044922,-0.86017644,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
94,334.3215911388397,1,94,0,0,0.24311812,3.857504367828369,17.271854,0.0,0.0,0.05,-5.9914646,1.0,-1.08340322971344,-0.9353222846984863,-1.0087103843688965,0.0010388708906248212,-100.87103271484375,-0.88102114,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
95,337.950932264328,1,95,0,0,0.24544819,3.4551446437835693,17.291649,0.0,0.0,0.05,-5.9914646,1.0,-1.0893511772155762,-0.9150139093399048,-1.0071420669555664,0.0010223985882475972,-100.7142105102539,-0.8707498,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
96,341.6465513706207,1,96,0,0,0.24503592,3.5194926261901855,17.311838,0.0,0.0,0.05,-5.9914646,1.0,-1.0731475353240967,-0.9146776795387268,-1.0012809038162231,0.0008546247845515609,-100.12808990478516,-0.8562435,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
97,345.42919397354126,1,97,0,0,0.24246924,3.6085376739501953,17.328424,0.0,0.0,0.05,-5.9914646,1.0,-1.074354648590088,-0.9044765830039978,-0.9953349828720093,0.0009339459938928485,-99.53350067138672,-0.8459782,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
98,349.16821789741516,1,98,0,0,0.24264552,3.5697970390319824,17.34811,0.0,0.0,0.05,-5.9914646,1.0,-1.0768450498580933,-0.9132676720619202,-0.9923332333564758,0.0011080572148784995,-99.23332214355469,-0.8625839,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
99,352.8620915412903,1,99,0,0,0.24151734,3.520319700241089,17.366505,0.0,0.0,0.05,-5.9914646,1.0,-1.0419703722000122,-0.8884929418563843,-0.9806354641914368,0.0009499226580373943,-98.06354522705078,-0.84527636,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
