,n_reused,param_norm,unp_rank,workertimes,generations,walltimes,n_rejected,grad_norm,baseline_mu,baseline_sigma,sigma,beta,lr_0,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val,accuracy_min,accuracy_max,accuracy_avg,accuracy_var,accuracy_sum,accuracy_unp,accuracy_val
10,0,14.5958,1,3.1141092777252197,10,37.839314222335815,0,4.8191876,0.0,0.0,0.05,-5.9914646,0.05,-2.4258084297180176,-2.0479214191436768,-2.2391414642333984,0.005429525393992662,-223.91415405273438,-1.9141405,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
11,0,14.687748,2,3.0950980186462402,11,41.109835147857666,0,4.864517,0.0,0.0,0.05,-5.9914646,0.05,-2.4447786808013916,-1.8806859254837036,-2.203502893447876,0.0072172861546278,-220.35028076171875,-1.8884318,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
12,0,14.789163,1,3.0840699672698975,12,44.367220401763916,0,4.8782425,0.0,0.0,0.05,-5.9914646,0.05,-2.3622748851776123,-1.8815172910690308,-2.1351118087768555,0.008139722049236298,-213.51116943359375,-1.8384788,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
13,0,14.898895,1,3.221090793609619,13,47.76304483413696,0,4.85877,0.0,0.0,0.05,-5.9914646,0.05,-2.2781200408935547,-1.9086202383041382,-2.090224027633667,0.005685209762305021,-209.02239990234375,-1.8057443,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
14,0,15.017961,1,3.102024555206299,14,51.04487085342407,0,4.872226,0.0,0.0,0.05,-5.9914646,0.05,-2.2585718631744385,-1.8468786478042603,-2.0468077659606934,0.007107521407306194,-204.6807861328125,-1.7139885,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
15,0,15.142407,1,3.13312029838562,15,54.35286736488342,0,4.8038807,0.0,0.0,0.05,-5.9914646,0.05,-2.1402392387390137,-1.8671014308929443,-1.9885914325714111,0.004269089084118605,-198.85914611816406,-1.702713,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
16,0,15.272269,1,3.1146247386932373,16,57.643110275268555,0,4.8869305,0.0,0.0,0.05,-5.9914646,0.05,-2.140610694885254,-1.7958966493606567,-1.954981803894043,0.005620691925287247,-195.49818420410156,-1.6649584,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
17,0,15.403479,1,3.357814073562622,17,61.17148041725159,0,4.8482304,0.0,0.0,0.05,-5.9914646,0.05,-2.081944227218628,-1.7329009771347046,-1.9007041454315186,0.00484895333647728,-190.07041931152344,-1.6290627,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
18,0,15.53737,1,3.0465328693389893,18,64.39222812652588,0,4.86475,0.0,0.0,0.05,-5.9914646,0.05,-2.058990478515625,-1.694225788116455,-1.8656344413757324,0.005729950498789549,-186.56344604492188,-1.5893844,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
19,0,15.675593,1,3.4991893768310547,19,68.05878281593323,0,4.8110013,0.0,0.0,0.05,-5.9914646,0.05,-1.9825053215026855,-1.6072908639907837,-1.8111293315887451,0.004981439094990492,-181.11293029785156,-1.545871,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
20,0,15.819521,1,3.0712814331054688,20,71.30031037330627,0,4.8532023,0.0,0.0,0.05,-5.9914646,0.05,-1.9273639917373657,-1.6214195489883423,-1.7775758504867554,0.0035916706547141075,-177.75758361816406,-1.5276047,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
21,0,15.969378,1,3.072550058364868,21,74.5495331287384,0,4.876195,0.0,0.0,0.05,-5.9914646,0.05,-1.845739483833313,-1.5325790643692017,-1.7132508754730225,0.0034507298842072487,-171.32508850097656,-1.4655563,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
22,0,16.12328,1,3.2533483505249023,22,77.97370886802673,0,4.867296,0.0,0.0,0.05,-5.9914646,0.05,-1.8379863500595093,-1.532749056816101,-1.6811126470565796,0.003796863602474332,-168.11126708984375,-1.4303306,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
23,0,16.279633,1,3.165956735610962,23,81.31240940093994,0,4.856004,0.0,0.0,0.05,-5.9914646,0.05,-1.7551825046539307,-1.516839861869812,-1.6449426412582397,0.0028691974002867937,-164.4942626953125,-1.4476825,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
24,0,16.437487,1,3.1109793186187744,24,84.59665298461914,0,4.805395,0.0,0.0,0.05,-5.9914646,0.05,-1.788905382156372,-1.4872723817825317,-1.611016869544983,0.0031521872151643038,-161.1016845703125,-1.3423308,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
25,0,16.595194,1,5.548806190490723,25,90.32020878791809,0,4.8625298,0.0,0.0,0.05,-5.9914646,0.05,-1.7202190160751343,-1.4443622827529907,-1.5632554292678833,0.003145843045786023,-156.32554626464844,-1.3221964,-1.3084655,1000,1000,1000.0,0.0,100000,1000,10000.0,0,0,0.0,0.0,0,0,0.0
26,0,16.750963,1,3.382051706314087,26,93.87195825576782,0,4.8823733,0.0,0.0,0.05,-5.9914646,0.05,-1.6705089807510376,-1.4140568971633911,-1.5369011163711548,0.003317394759505987,-153.6901092529297,-1.3112559,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
27,0,16.90855,1,3.056731939315796,27,97.10037755966187,0,4.864639,0.0,0.0,0.05,-5.9914646,0.05,-1.6219860315322876,-1.3711105585098267,-1.4947949647903442,0.002958152908831835,-149.4794921875,-1.2437242,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
28,0,17.066492,1,2.990436315536499,28,100.26186800003052,0,4.859295,0.0,0.0,0.05,-5.9914646,0.05,-1.606691598892212,-1.3438079357147217,-1.4750168323516846,0.0030841189436614513,-147.50167846679688,-1.2773359,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
29,0,17.226519,1,3.1109533309936523,29,103.54551815986633,0,4.902699,0.0,0.0,0.05,-5.9914646,0.05,-1.613614797592163,-1.3129699230194092,-1.4388389587402344,0.0027134644333273172,-143.88389587402344,-1.1744162,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
