,generations,walltimes,n_reused,unp_rank,workertimes,n_rejected,param_norm,grad_norm,baseline_mu,baseline_sigma,sigma,beta,lr_0,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val
160,160,5383.743017673492,0,14,27.994379997253418,0,147.61742,2.1338284,0.0,0.0,0.05,-5.9914646,1.0,0.0,300.0,152.4,3894.2400000000007,15240.0,200.0,,502,1000,957.45,10692.2275,95745,1000,
161,161,5417.068674087524,0,43,28.230218172073364,0,147.68347,2.1334713,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,152.0,4000.0,15200.0,160.0,,574,1000,965.29,6126.945900000002,96529,1000,
162,162,5450.53683423996,0,38,28.367234468460083,0,147.75058,2.131762,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,153.8,2437.56,15380.0,160.0,,558,1000,966.34,8028.5244,96634,1000,
163,163,5484.015671491623,0,21,28.38952326774597,0,147.81905,2.1339922,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,145.4,4174.839999999999,14540.0,180.0,,482,1000,960.74,9863.0724,96074,1000,
164,164,5517.413809776306,0,23,27.996173620224,0,147.8842,2.1350405,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,133.2,3681.759999999999,13320.0,160.0,,560,1000,947.58,11719.463599999995,94758,1000,
165,165,5550.051887512207,0,34,27.522880792617798,0,147.94676,2.1323256,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,135.0,5035.0,13500.0,160.0,,440,1000,937.9,18800.069999999992,93790,1000,
166,166,5583.688150405884,0,34,28.474665880203247,0,148.00479,2.133723,0.0,0.0,0.05,-5.9914646,1.0,0.0,220.0,146.0,2996.0,14600.0,160.0,,557,1000,967.16,7369.6143999999995,96716,1000,
167,167,5616.133648395538,0,36,27.38248920440674,0,148.06104,2.133125,0.0,0.0,0.05,-5.9914646,1.0,0.0,280.0,141.0,4283.0,14100.0,160.0,,591,1000,948.74,11611.3724,94874,1000,
168,168,5648.880519628525,0,37,27.579206228256226,0,148.11748,2.131943,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,161.2,2454.56,16120.0,160.0,,664,1000,975.37,5226.8130999999985,97537,1000,
169,169,5682.73158121109,0,33,28.77412438392639,0,148.17104,2.131791,0.0,0.0,0.05,-5.9914646,1.0,0.0,280.0,150.6,3643.639999999999,15060.0,160.0,,646,1000,977.82,4600.3876,97782,1000,
170,170,5717.285383224487,0,47,29.446815729141235,0,148.2217,2.1345413,0.0,0.0,0.05,-5.9914646,1.0,0.0,240.0,156.8,3357.7599999999993,15680.0,160.0,,490,1000,984.13,5188.473100000001,98413,1000,
171,171,5750.952611207962,0,42,28.58261728286743,0,148.27342,2.1336057,0.0,0.0,0.05,-5.9914646,1.0,0.0,240.0,151.6,3553.4399999999987,15160.0,160.0,,597,1000,968.6,7088.399999999998,96860,1000,
172,172,5784.317186117172,0,35,28.217772483825684,0,148.32475,2.1351683,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,154.2,2650.36,15420.0,160.0,,518,1000,957.34,9317.184400000002,95734,1000,
173,173,5818.577275753021,0,42,29.17972993850708,0,148.37503,2.133694,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,154.2,3426.36,15420.0,160.0,,527,1000,970.63,6351.913100000001,97063,1000,
174,174,5853.166563034058,0,36,29.522444486618042,0,148.42235,2.132764,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,154.8,2676.96,15480.0,160.0,,603,1000,975.83,5103.9011,97583,1000,
175,175,5886.318029165268,0,35,27.990489959716797,0,148.471,2.1340668,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,138.4,4389.44,13840.0,160.0,,525,1000,952.83,11597.5011,95283,1000,
176,176,5920.515955924988,0,32,29.119410276412964,0,148.51546,2.1299784,0.0,0.0,0.05,-5.9914646,1.0,0.0,280.0,140.8,4255.36,14080.0,160.0,,517,1000,959.67,10087.901100000003,95967,1000,
177,177,5952.672609090805,0,38,26.98066020011902,0,148.55684,2.1337934,0.0,0.0,0.05,-5.9914646,1.0,0.0,280.0,137.0,4563.0,13700.0,160.0,,420,1000,956.65,12912.2675,95665,1000,
178,178,5986.255686759949,0,28,28.50939655303955,0,148.59756,2.1354482,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,143.8,4117.560000000001,14380.0,180.0,,522,1000,973.75,5638.4675,97375,1000,
179,179,6020.048760652542,0,18,28.72328758239746,0,148.6379,2.132827,0.0,0.0,0.05,-5.9914646,1.0,0.0,280.0,135.8,3482.36,13580.0,180.0,,655,1000,974.83,4876.9811,97483,861,
180,180,6053.83328795433,0,1,29.024003505706787,0,148.67747,2.132581,0.0,0.0,0.05,-5.9914646,1.0,0.0,240.0,130.4,3147.839999999999,13040.0,240.0,,416,1000,965.6,8558.859999999999,96560,1000,
181,181,6087.323020458221,0,3,28.26522731781006,0,148.71591,2.1330864,0.0,0.0,0.05,-5.9914646,1.0,0.0,240.0,134.6,3382.839999999999,13460.0,220.0,,518,1000,974.21,6191.845900000001,97421,1000,
182,182,6121.407427549362,0,20,28.654471158981323,0,148.75258,2.131439,0.0,0.0,0.05,-5.9914646,1.0,0.0,240.0,153.0,2995.0,15300.0,200.0,,594,1000,972.9,5963.210000000003,97290,875,
183,183,6154.6402759552,0,3,28.3710880279541,0,148.79024,2.133063,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,145.6,4240.64,14560.0,240.0,,407,1000,977.01,7468.289899999999,97701,1000,
184,184,6188.418070077896,0,10,28.710391521453857,0,148.83028,2.132859,0.0,0.0,0.05,-5.9914646,1.0,0.0,240.0,144.4,3188.64,14440.0,200.0,,500,1000,978.38,4736.9956,97838,1000,
185,185,6223.00700545311,0,47,29.43332576751709,0,148.86931,2.133648,0.0,0.0,0.05,-5.9914646,1.0,0.0,280.0,166.0,2660.0,16600.0,160.0,,472,1000,982.25,4460.9675,98225,1000,
186,186,6256.209491729736,0,37,28.086755514144897,0,148.90752,2.1347384,0.0,0.0,0.05,-5.9914646,1.0,0.0,240.0,151.2,2690.56,15120.0,160.0,,581,1000,971.34,5573.064400000002,97134,1000,
187,187,6290.304482936859,0,41,28.94661593437195,0,148.9444,2.1325262,0.0,0.0,0.05,-5.9914646,1.0,20.0,240.0,158.8,2150.56,15880.0,160.0,,583,1000,979.43,4786.9650999999985,97943,1000,
188,188,6324.859274864197,0,38,29.491089582443237,0,148.98074,2.1335607,0.0,0.0,0.05,-5.9914646,1.0,0.0,240.0,162.2,3399.160000000001,16220.0,180.0,,660,1000,989.15,2116.8875000000003,98915,922,
189,189,6358.680791378021,0,75,28.916833877563477,0,149.0153,2.1334422,0.0,0.0,0.05,-5.9914646,1.0,0.0,240.0,156.8,1901.76,15680.0,140.0,,662,1000,981.58,3382.4035999999996,98158,762,
190,190,6392.185661077499,0,7,28.971294164657593,0,149.04701,2.134247,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,160.4,2183.84,16040.0,220.0,,600,1000,985.52,3061.2096,98552,1000,
191,191,6426.776214122772,0,4,29.448259592056274,0,149.08,2.1322966,0.0,0.0,0.05,-5.9914646,1.0,40.0,280.0,159.0,2683.0,15900.0,220.0,,618,1000,982.54,4629.628399999999,98254,1000,
192,192,6460.99774813652,0,6,29.18948721885681,0,149.11177,2.132857,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,159.8,2075.960000000001,15980.0,220.0,,691,1000,987.66,2192.5843999999997,98766,1000,
193,193,6495.656992197037,0,1,29.53820252418518,0,149.14136,2.1339984,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,150.0,3220.0,15000.0,260.0,,694,1000,985.09,2762.6619000000005,98509,1000,
194,194,6529.441175222397,0,5,28.62370729446411,0,149.16835,2.133097,0.0,0.0,0.05,-5.9914646,1.0,0.0,240.0,156.8,2381.7599999999993,15680.0,220.0,,603,1000,972.37,5637.513099999998,97237,1000,
195,195,6563.0994555950165,0,19,28.643961191177368,0,149.19298,2.1311474,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,152.6,3061.2400000000007,15260.0,200.0,,427,1000,985.06,4128.5964,98506,1000,
196,196,6596.545155763626,0,2,28.33932638168335,0,149.21527,2.1352422,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,154.4,3096.64,15440.0,240.0,,638,1000,978.48,4117.029600000001,97848,1000,
197,197,6630.225701332092,0,1,28.427402019500732,0,149.23692,2.1338825,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,145.8,3698.36,14580.0,260.0,,597,1000,978.79,5429.905900000001,97879,1000,
198,198,6663.935551404953,0,14,28.647294998168945,0,149.26154,2.1345222,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,145.6,3792.64,14560.0,200.0,,608,1000,980.85,3829.9474999999993,98085,1000,
199,199,6698.687896490097,0,9,29.505717515945435,0,149.28622,2.1328888,0.0,0.0,0.05,-5.9914646,1.0,0.0,240.0,158.8,2622.56,15880.0,220.0,,601,1000,981.63,3594.053099999999,98163,1000,
200,200,6733.424760341644,0,2,29.307556629180908,0,149.31381,2.1327782,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,153.4,3688.4399999999996,15340.0,240.0,,607,1000,975.22,5419.351599999999,97522,1000,
201,201,6767.660239696503,0,1,29.06124448776245,0,149.34183,2.1339834,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,158.4,2901.44,15840.0,260.0,,732,1000,974.63,3570.1130999999996,97463,1000,
202,202,6802.13587474823,0,3,29.30072832107544,0,149.36832,2.131663,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,157.4,2597.2400000000002,15740.0,240.0,,698,1000,985.08,3233.0535999999997,98508,1000,
203,203,6835.966003417969,0,7,28.676344871520996,0,149.39505,2.134391,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,156.4,2435.0399999999995,15640.0,220.0,,566,1000,976.44,5428.166400000001,97644,1000,
204,204,6871.167056560516,0,35,30.13900089263916,0,149.42259,2.1316514,0.0,0.0,0.05,-5.9914646,1.0,0.0,280.0,160.8,3423.36,16080.0,180.0,,759,1000,990.0,1246.38,99000,1000,
205,205,6905.435901880264,0,43,29.197972059249878,0,149.44893,2.1347163,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,159.0,3075.0,15900.0,160.0,,686,1000,972.77,5017.6171,97277,1000,
206,206,6940.540930747986,0,4,30.03312349319458,0,149.47296,2.133807,0.0,0.0,0.05,-5.9914646,1.0,40.0,260.0,162.4,2674.24,16240.0,240.0,,814,1000,987.39,1467.9578999999999,98739,1000,
207,207,6975.2163009643555,0,2,29.602665662765503,0,149.49275,2.133694,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,157.2,2752.160000000001,15720.0,240.0,,770,1000,988.96,1388.4184000000002,98896,1000,
208,208,7010.2610120773315,0,9,29.979706287384033,0,149.515,2.132538,0.0,0.0,0.05,-5.9914646,1.0,0.0,280.0,171.2,3266.5600000000004,17120.0,240.0,,685,1000,986.38,2794.0155999999993,98638,1000,
209,209,7044.694628715515,0,1,29.359131336212158,0,149.53828,2.134801,0.0,0.0,0.05,-5.9914646,1.0,0.0,280.0,169.8,2699.9599999999987,16980.0,280.0,,768,1000,991.63,1026.3131,99163,1000,
210,210,7078.758847236633,0,1,28.79461431503296,0,149.56567,2.1334128,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,155.4,2630.84,15540.0,280.0,,605,1000,983.41,3600.7819000000004,98341,1000,
211,211,7112.511515617371,0,1,28.688522338867188,0,149.59038,2.1328716,0.0,0.0,0.05,-5.9914646,1.0,20.0,240.0,157.0,2691.0,15700.0,240.0,,497,1000,982.85,4795.227499999999,98285,1000,
212,212,7147.2550349235535,0,20,29.677087545394897,0,149.61574,2.1320996,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,148.8,2890.56,14880.0,200.0,,533,1000,983.53,3866.6890999999996,98353,1000,
213,213,7181.728189706802,0,19,29.425726175308228,0,149.64014,2.135236,0.0,0.0,0.05,-5.9914646,1.0,20.0,280.0,174.4,2672.64,17440.0,220.0,,627,1000,986.38,2724.6755999999996,98638,1000,
214,214,7216.142434120178,0,3,29.361754655838013,0,149.66295,2.132215,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,155.4,2606.84,15540.0,240.0,,653,1000,976.06,4188.356400000001,97606,1000,
215,215,7250.448593616486,0,9,29.244027853012085,0,149.68405,2.134154,0.0,0.0,0.05,-5.9914646,1.0,20.0,260.0,157.0,2475.0,15700.0,220.0,,623,1000,977.41,4252.5419,97741,1000,
216,216,7284.732314825058,0,1,29.218769073486328,0,149.70407,2.1339583,0.0,0.0,0.05,-5.9914646,1.0,0.0,240.0,156.8,2677.76,15680.0,240.0,,692,1000,974.06,3857.1563999999994,97406,1000,
217,217,7319.708769083023,0,11,29.911694049835205,0,149.72551,2.1321342,0.0,0.0,0.05,-5.9914646,1.0,0.0,260.0,158.6,2842.04,15860.0,220.0,,829,1000,995.42,424.76359999999994,99542,1000,
