,generations,walltimes,param_norm,n_reused,workertimes,grad_norm,n_rejected,unp_rank,baseline_mu,baseline_sigma,sigma,beta,lr_0,lr_1,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val
0,0,34.50555753707886,32.149513,0,26.592201948165894,42.583435,0,16,0.0,0.0,0.05,-5.7444158,0.05,0.05,0.0,200.0,47.8,3439.1600000000008,4780.0,120.0,,512,1000,933.2,14481.36,93320,908,
1,1,67.51850080490112,32.39566,0,27.99035406112671,42.071945,0,2,0.0,0.0,0.05056066,-5.7444158,0.05,0.05,0.0,220.0,43.8,3821.5600000000004,4380.0,180.0,,412,1000,941.12,14848.585600000006,94112,1000,
2,2,101.36129331588745,32.89302,0,28.476589918136597,42.025143,0,1,0.0,0.0,0.05064348,-5.7444158,0.05,0.05,0.0,180.0,59.0,3771.0,5900.0,180.0,,449,1000,942.73,12519.677100000004,94273,1000,
3,3,132.98275804519653,33.67547,0,26.425167083740234,41.945732,0,5,0.0,0.0,0.050720286,-5.7444158,0.05,0.05,0.0,180.0,51.4,3786.04,5140.0,160.0,,509,1000,935.05,13763.327499999996,93505,987,
4,4,166.335045337677,34.75263,0,28.13928532600403,41.152355,0,5,0.0,0.0,0.051652398,-5.7444158,0.05,0.05,0.0,180.0,63.6,3699.0400000000004,6360.0,160.0,,625,1000,928.62,12209.4756,92862,985,
5,5,199.2886734008789,36.105774,0,27.699293851852417,40.795765,0,5,0.0,0.0,0.052182186,-5.7444158,0.05,0.05,0.0,220.0,71.0,4291.0,7100.0,160.0,,462,1000,925.73,13609.837099999997,92573,1000,
6,6,231.65237641334534,37.706844,0,27.155940532684326,40.58714,0,9,0.0,0.0,0.052451245,-5.7444158,0.05,0.05,0.0,220.0,75.0,4363.0,7500.0,160.0,,535,1000,912.34,16351.484400000001,91234,979,
7,7,263.25078797340393,39.51952,0,26.456988096237183,40.423306,0,9,0.0,0.0,0.052600686,-5.7444158,0.05,0.05,0.0,200.0,86.2,4517.56,8620.0,160.0,,458,1000,920.56,17259.2264,92056,998,
8,8,295.76540994644165,41.503326,0,27.259492874145508,40.132233,0,7,0.0,0.0,0.053002518,-5.7444158,0.05,0.05,0.0,220.0,100.8,4143.36,10080.0,160.0,,566,1000,929.25,11988.4475,92925,977,
9,9,328.0989303588867,43.619884,0,27.106753826141357,39.17475,0,6,0.0,0.0,0.05426733,-5.7444158,0.05,0.05,0.0,200.0,99.2,4631.360000000001,9920.0,160.0,,463,1000,932.57,14335.725100000003,93257,978,
10,10,360.6026613712311,45.83579,0,27.30755352973938,38.1894,0,8,0.0,0.0,0.055722617,-5.7444158,0.05,0.05,0.0,200.0,113.4,3832.4399999999996,11340.0,160.0,,406,1000,927.64,15048.5704,92764,973,
11,11,394.23135447502136,48.117348,0,28.279242038726807,37.58897,0,14,0.0,0.0,0.05661375,-5.7444158,0.05,0.05,0.0,220.0,124.0,3056.0,12400.0,160.0,,493,1000,934.69,11737.2939,93469,989,
12,12,426.78518438339233,50.43592,0,27.361836194992065,37.166183,0,8,0.0,0.0,0.057282615,-5.7444158,0.05,0.05,0.0,220.0,128.8,3026.56,12880.0,160.0,,422,1000,945.67,9959.601100000002,94567,986,
13,13,460.30273818969727,52.768066,0,28.346076488494873,36.740913,0,10,0.0,0.0,0.057919867,-5.7444158,0.05,0.05,0.0,220.0,135.4,2262.84,13540.0,160.0,,456,1000,945.37,9291.873099999999,94537,974,
14,14,493.4485685825348,55.09712,0,27.97213339805603,36.583515,0,6,0.0,0.0,0.058115393,-5.7444158,0.05,0.05,0.0,200.0,128.2,2944.7599999999993,12820.0,160.0,,401,1000,949.22,8956.6916,94922,983,
15,15,527.4741921424866,57.41285,0,28.78100037574768,36.6441,0,4,0.0,0.0,0.05801328,-5.7444158,0.05,0.05,0.0,220.0,144.8,1528.9600000000005,14480.0,160.0,,699,1000,972.68,2608.3576,97268,990,
16,16,560.7624230384827,59.709137,0,28.1591579914093,36.782898,0,12,0.0,0.0,0.05776935,-5.7444158,0.05,0.05,0.0,220.0,146.0,1580.0,14600.0,160.0,,597,1000,958.96,6904.138400000001,95896,966,
17,17,594.4020285606384,61.976948,0,28.516873121261597,37.043266,0,9,0.0,0.0,0.057317834,-5.7444158,0.05,0.05,0.0,220.0,152.4,1254.2399999999998,15240.0,160.0,,658,1000,968.16,3651.4343999999996,96816,979,
18,18,629.7408866882324,64.214615,0,30.176543712615967,37.517223,0,7,0.0,0.0,0.05670871,-5.7444158,0.05,0.05,0.0,200.0,154.0,972.0,15400.0,160.0,,736,1000,977.7,1105.45,97770,995,
19,19,664.4588875770569,66.42456,0,29.193246126174927,37.62346,0,6,0.0,0.0,0.05657388,-5.672948,0.05,0.05,0.0,200.0,144.0,1856.0,14400.0,160.0,,729,1000,974.95,2165.0075,97495,984,
20,20,698.8886692523956,68.60354,0,29.17608904838562,38.222767,0,12,0.0,0.0,0.05564806,-5.672948,0.05,0.05,0.0,240.0,149.0,1643.0,14900.0,160.0,,684,1000,966.29,4075.0058999999997,96629,981,
21,21,733.725715637207,70.75397,0,29.6600022315979,38.23307,0,11,0.0,0.0,0.055601466,-5.672948,0.05,0.05,0.0,220.0,152.0,1416.0,15200.0,160.0,,738,1000,974.51,1601.0099,97451,971,
22,22,767.900957107544,72.87563,0,28.991549968719482,38.278507,0,6,0.0,0.0,0.0556199,-5.672948,0.05,0.05,0.0,180.0,147.0,1499.0,14700.0,160.0,,663,1000,967.61,3626.5179000000003,96761,990,
23,23,802.1468772888184,74.962845,0,29.024898290634155,38.093,0,7,0.0,0.0,0.055849876,-5.672948,0.05,0.05,0.0,180.0,153.8,685.56,15380.0,160.0,,734,1000,971.42,1948.8236000000004,97142,975,
24,24,835.9955179691315,77.02215,0,28.689584016799927,38.180435,0,8,0.0,0.0,0.055696823,-5.672948,0.05,0.05,0.0,200.0,150.4,1155.8400000000004,15040.0,160.0,,424,1000,971.11,4667.7579000000005,97111,992,
25,25,869.4550976753235,79.05258,0,28.27565574645996,38.445454,0,6,0.0,0.0,0.055358943,-5.672948,0.05,0.05,0.0,200.0,147.6,1358.2400000000007,14760.0,160.0,,486,1000,960.43,6485.5851,96043,986,
26,26,903.5658824443817,81.05551,0,28.94555640220642,38.549053,0,8,0.0,0.0,0.055183496,-5.672948,0.05,0.05,0.0,220.0,148.8,1450.5600000000004,14880.0,160.0,,650,1000,969.99,3665.7698999999993,96999,991,
27,27,936.7370970249176,83.03034,0,27.963808059692383,38.77673,0,7,0.0,0.0,0.054842856,-5.672948,0.05,0.05,0.0,180.0,140.8,1975.3600000000006,14080.0,160.0,,553,1000,964.76,6061.4223999999995,96476,989,
28,28,970.416252374649,84.98033,0,28.4117329120636,38.453247,0,9,0.0,0.0,0.05533813,-5.672948,0.05,0.05,0.0,200.0,146.2,1893.56,14620.0,160.0,,564,1000,967.48,5010.4696,96748,1000,
29,29,1004.2964417934418,86.90304,0,28.563790321350098,38.266895,0,9,0.0,0.0,0.05557055,-5.672948,0.05,0.05,0.0,220.0,147.2,1524.16,14720.0,160.0,,659,1000,970.63,3390.9331000000006,97063,976,
30,30,1037.5576190948486,88.79833,0,28.0356764793396,38.20424,0,10,0.0,0.0,0.055689294,-5.672948,0.05,0.05,0.0,200.0,145.0,1891.0,14500.0,160.0,,541,1000,966.48,4298.0896,96648,998,
31,31,1071.9321773052216,90.66765,0,29.105416297912598,38.302013,0,10,0.0,0.0,0.055553235,-5.672948,0.05,0.05,0.0,220.0,149.0,1323.0,14900.0,160.0,,734,1000,970.52,3048.0896000000002,97052,978,
32,32,1105.7663025856018,92.5113,0,28.652382373809814,38.59208,0,6,0.0,0.0,0.055151887,-5.672948,0.05,0.05,0.0,220.0,138.6,2282.0399999999995,13860.0,160.0,,472,1000,953.69,8237.5739,95369,988,
33,33,1140.3209867477417,94.330894,0,29.359617233276367,38.598866,0,6,0.0,0.0,0.05512234,-5.672948,0.05,0.05,0.0,200.0,142.8,1776.16,14280.0,160.0,,739,1000,965.03,3868.4091,96503,988,
34,34,1174.1460664272308,96.12375,0,28.64156436920166,38.21793,0,9,0.0,0.0,0.05571684,-5.672948,0.05,0.05,0.0,220.0,143.2,2157.7599999999993,14320.0,160.0,,657,1000,972.8,3457.5799999999995,97280,979,
35,35,1207.7404844760895,97.88858,0,28.41722536087036,37.611805,0,9,0.0,0.0,0.056618936,-5.672948,0.05,0.05,0.0,220.0,138.0,2260.0,13800.0,160.0,,445,1000,951.74,8784.1124,95174,978,
36,36,1240.7506666183472,99.624756,0,27.844838619232178,36.989254,0,17,0.0,0.0,0.05751763,-5.672948,0.05,0.05,0.0,200.0,143.6,2227.039999999999,14360.0,160.0,,471,1000,960.91,7467.081899999999,96091,971,
37,37,1274.602504491806,101.33432,0,28.428322315216064,36.278618,0,10,0.0,0.0,0.058632042,-5.221376,0.05,0.05,0.0,220.0,143.4,2000.44,14340.0,160.0,,743,1000,966.55,3864.0875000000005,96655,981,
38,38,1308.512181520462,103.01351,0,28.755391836166382,35.473812,0,8,0.0,0.0,0.059951037,-5.221376,0.05,0.05,0.0,200.0,146.6,1536.4399999999996,14660.0,160.0,,646,1000,976.69,2347.5539000000003,97669,981,
39,39,1342.7774715423584,104.65962,0,29.10584831237793,35.008083,0,10,0.0,0.0,0.06082239,-5.221376,0.05,0.05,0.0,260.0,146.0,1772.0,14600.0,160.0,,528,1000,962.33,5673.161100000001,96233,981,
40,40,1376.9052152633667,106.27051,0,28.971389293670654,34.52574,0,15,0.0,0.0,0.061675653,-5.221376,0.05,0.05,0.0,220.0,143.0,2203.0,14300.0,160.0,,578,1000,968.15,4681.1475,96815,992,
41,41,1410.426558971405,107.84626,0,28.341411113739014,33.74671,0,10,0.0,0.0,0.063065015,-5.221376,0.05,0.05,0.0,220.0,137.8,2607.16,13780.0,160.0,,649,1000,953.05,8446.0075,95305,992,
42,42,1444.3613708019257,109.385994,0,28.746549606323242,33.139236,0,7,0.0,0.0,0.064211905,-5.221376,0.05,0.05,0.0,200.0,143.8,1789.5599999999997,14380.0,160.0,,655,1000,962.84,5315.634400000002,96284,967,
43,43,1478.255773305893,110.88531,0,28.77785086631775,32.697617,0,11,0.0,0.0,0.065101035,-5.221376,0.05,0.05,0.0,220.0,130.6,3387.6399999999994,13060.0,160.0,,606,1000,970.15,5551.7475,97015,979,
44,44,1512.378490447998,112.34676,0,28.965741872787476,32.181175,0,11,0.0,0.0,0.06613154,-5.221376,0.05,0.05,0.0,220.0,129.0,3507.0,12900.0,160.0,,634,1000,965.82,6909.2076,96582,979,
45,45,1545.9404029846191,113.76843,0,28.409510612487793,31.79695,0,14,0.0,0.0,0.06686488,-5.221376,0.05,0.05,0.0,200.0,141.6,2093.4399999999996,14160.0,160.0,,571,1000,975.86,4249.4204,97586,977,
46,46,1578.9073340892792,115.14878,0,27.80443525314331,31.549011,0,11,0.0,0.0,0.06741246,-5.221376,0.05,0.05,0.0,240.0,140.2,2067.9600000000005,14020.0,160.0,,614,1000,961.47,6151.229100000001,96147,987,
47,47,1612.4428279399872,116.48961,0,28.379494428634644,31.185204,0,14,0.0,0.0,0.06825528,-5.221376,0.05,0.05,0.0,220.0,129.2,3467.36,12920.0,160.0,,604,1000,961.94,6949.376399999999,96194,988,
48,48,1645.1594851016998,117.78878,0,27.528989791870117,30.614445,0,9,0.0,0.0,0.06956475,-5.221376,0.05,0.05,0.0,220.0,128.8,3146.56,12880.0,160.0,,583,1000,955.59,7071.6019,95559,986,
49,49,1678.6790294647217,119.048546,0,28.3499014377594,30.015652,0,15,0.0,0.0,0.070847586,-5.221376,0.05,0.05,0.0,240.0,133.2,3337.76,13320.0,160.0,,619,1000,953.78,9626.8316,95378,982,
50,50,1711.8758165836334,120.27044,0,28.04156804084778,29.779156,0,11,0.0,0.0,0.071423426,-5.221376,0.05,0.05,0.0,200.0,131.2,3538.5600000000013,13120.0,160.0,,420,1000,968.27,8265.7371,96827,1000,
51,51,1745.643141746521,121.45786,0,28.55445384979248,29.640696,0,16,0.0,0.0,0.071804464,-5.221376,0.05,0.05,0.0,220.0,136.6,2808.44,13660.0,160.0,,637,1000,966.5,5154.13,96650,994,
52,52,1779.484627008438,122.60977,0,28.65915822982788,29.511461,0,14,0.0,0.0,0.07207502,-5.221376,0.05,0.05,0.0,220.0,135.6,2620.64,13560.0,160.0,,605,1000,961.02,6647.679599999999,96102,1000,
53,53,1813.8866481781006,123.72784,0,29.187541484832764,29.412209,0,18,0.0,0.0,0.07235673,-5.221376,0.05,0.05,0.0,240.0,142.6,2765.24,14260.0,160.0,,665,1000,966.28,4485.241600000001,96628,987,
54,54,1847.4122788906097,124.81087,0,28.33907127380371,29.445642,0,6,0.0,0.0,0.07228642,-5.221376,0.05,0.05,0.0,200.0,125.4,2934.839999999999,12540.0,160.0,,646,1000,953.42,8127.8436,95342,986,
55,55,1881.373466014862,125.862175,0,28.491190433502197,28.942144,0,8,0.0,0.0,0.073483974,-4.665553,0.05,0.05,0.0,220.0,137.2,2256.1599999999994,13720.0,160.0,,572,1000,960.4,6578.259999999998,96040,984,
56,56,1915.2929184436798,126.88246,0,28.737763166427612,28.74958,0,19,0.0,0.0,0.07400692,-4.665553,0.05,0.05,0.0,260.0,141.0,2467.0,14100.0,160.0,,484,1000,965.1,6662.89,96510,971,
57,57,1949.7996761798859,127.87208,0,29.37617254257202,28.422213,0,19,0.0,0.0,0.074917205,-4.665553,0.05,0.05,0.0,260.0,137.6,3170.240000000001,13760.0,160.0,,673,1000,972.85,3600.3475,97285,992,
58,58,1983.9515562057495,128.8324,0,28.95795488357544,27.92039,0,20,0.0,0.0,0.076220684,-4.665553,0.05,0.05,0.0,220.0,141.0,2307.0,14100.0,160.0,,646,1000,971.29,3926.685900000001,97129,1000,
59,59,2017.3063094615936,129.76663,0,28.11234474182129,27.276129,0,10,0.0,0.0,0.07795914,-4.665553,0.05,0.05,0.0,220.0,142.2,1863.16,14220.0,160.0,,611,1000,963.26,6252.1924,96326,1000,
60,60,2051.463360309601,130.67346,0,28.95810031890869,26.657469,0,2,0.0,0.0,0.07982277,-4.665553,0.05,0.05,0.0,240.0,127.6,3526.240000000001,12760.0,200.0,,728,1000,965.42,4977.4836000000005,96542,1000,
61,61,2084.6056292057037,131.55302,0,27.920685529708862,26.096972,0,64,0.0,0.0,0.08150213,-4.665553,0.05,0.05,0.0,220.0,132.4,2646.24,13240.0,140.0,,576,1000,950.63,9758.393100000003,95063,1000,
62,62,2118.905843257904,132.40474,0,29.101999282836914,25.758749,0,70,0.0,0.0,0.0826395,-4.665553,0.05,0.05,0.0,200.0,131.0,3355.0,13100.0,140.0,,551,1000,966.79,5591.545900000001,96679,1000,
63,63,2152.1405813694,133.22998,0,28.037471771240234,25.27572,0,12,0.0,0.0,0.08422121,-4.665553,0.05,0.05,0.0,200.0,134.2,2514.3599999999997,13420.0,160.0,,607,1000,953.37,7306.4331,95337,1000,
64,64,2185.087537765503,134.02934,0,27.74028992652893,24.868336,0,3,0.0,0.0,0.085582666,-4.665553,0.05,0.05,0.0,240.0,136.4,2499.0399999999995,13640.0,200.0,,560,1000,949.88,7861.565599999999,94988,1000,
65,65,2218.6352927684784,134.80174,0,28.229923725128174,24.522816,0,17,0.0,0.0,0.08682288,-4.665553,0.05,0.05,0.0,200.0,133.6,3167.04,13360.0,160.0,,525,1000,966.68,8140.537599999998,96668,1000,
