,grad_norm,n_reused,unp_rank,walltimes,generations,n_rejected,param_norm,workertimes,baseline_mu,baseline_sigma,sigma_avg,beta_avg,sigma_min,beta_min,sigma_max,beta_max,sigma_med,beta_med,sigma_std,beta_std,lr_0,lr_1,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val
69,2.4996088,0,17,4741.124753952026,69,0,148.44583,28.561935663223267,151.60488891601562,303.2020263671875,0.050027005,-5.990384578704834,0.049979664,-5.992278099060059,0.050020162,-5.990658283233643,0.050000012,-5.991464138031006,3.9202314e-06,0.00015819246,1.0,1.0,0.0,240.0,151.6,1465.44,15160.0,160.0,,495,1000,961.51,7362.749900000001,96151,998,
70,2.5001872,0,16,4809.640916585922,70,0,149.11903,28.600887060165405,153.2001190185547,306.5072937011719,0.050027013,-5.990384578704834,0.049979568,-5.992281913757324,0.050020292,-5.990653038024902,0.050000012,-5.991464138031006,3.9548077e-06,0.00015956542,1.0,1.0,20.0,240.0,153.2,1057.7600000000002,15320.0,160.0,,641,1000,972.72,3960.2216,97272,988,
71,2.499342,0,15,4877.28419137001,71,0,149.77536,27.980026960372925,149.39801025390625,298.8782653808594,0.05002701,-5.990384578704834,0.049979463,-5.992286205291748,0.050020386,-5.990649223327637,0.050000012,-5.991464138031006,3.989131e-06,0.00016092703,1.0,1.0,0.0,220.0,149.4,1427.6399999999996,14940.0,160.0,,640,1000,954.58,5877.023600000002,95458,991,
72,2.4938169,0,16,4945.540150165558,72,0,150.41418,28.038084268569946,142.7892303466797,285.56097412109375,0.05002701,-5.990384578704834,0.049979202,-5.9922966957092285,0.05002047,-5.990645885467529,0.050000012,-5.991464138031006,4.023173e-06,0.00016227891,1.0,1.0,0.0,220.0,142.8,2272.16,14280.0,160.0,,583,1000,960.04,5561.0383999999995,96004,984,
73,2.4975429,0,20,5013.829421758652,73,0,151.03848,28.660366773605347,151.19927978515625,302.4786071777344,0.05002701,-5.990384578704834,0.049978938,-5.992307186126709,0.050020553,-5.990642547607422,0.050000012,-5.991464138031006,4.056969e-06,0.00016362316,1.0,1.0,0.0,200.0,151.2,1154.56,15120.0,160.0,,621,1000,954.99,7672.6499,95499,967,
74,2.4988246,0,16,5080.710742712021,74,0,151.65211,27.281261920928955,149.20140075683594,298.42852783203125,0.050027005,-5.990384578704834,0.0499787,-5.992316722869873,0.050020617,-5.990640163421631,0.050000012,-5.991464138031006,4.090575e-06,0.00016495494,1.0,1.0,0.0,220.0,149.2,1467.3600000000004,14920.0,160.0,,498,1000,953.08,8017.4536,95308,990,
75,2.500977,0,18,5147.228392839432,75,0,152.24799,27.145106315612793,138.80836486816406,277.6090087890625,0.050027005,-5.990384578704834,0.0499785,-5.9923248291015625,0.050020862,-5.990630149841309,0.050000012,-5.991464138031006,4.1238695e-06,0.00016627628,1.0,1.0,0.0,220.0,138.8,2230.56,13880.0,160.0,,415,1000,937.32,12516.437599999997,93732,984,
76,2.4959795,0,76,5213.494772672653,76,0,152.82655,26.674636125564575,142.58824157714844,285.2407531738281,0.050027005,-5.990384578704834,0.04997826,-5.992334365844727,0.05002116,-5.9906182289123535,0.050000012,-5.991464138031006,4.1569024e-06,0.00016758799,1.0,1.0,0.0,240.0,142.6,1981.2400000000007,14260.0,120.0,,624,1000,946.35,10133.267500000002,94635,861,
77,2.498441,0,10,5280.28130698204,77,0,153.38742,27.571507215499878,120.79612731933594,241.5834197998047,0.050026998,-5.990385055541992,0.04997808,-5.9923415184021,0.050021295,-5.990612983703613,0.050000012,-5.991464138031006,4.1896965e-06,0.00016889122,1.0,1.0,0.0,220.0,120.8,3487.36,12080.0,160.0,,437,1000,925.97,16279.729099999995,92597,1000,
78,2.4974647,0,14,5348.287001609802,78,0,153.93224,28.587105751037598,126.99852752685547,253.95179748535156,0.050026998,-5.990385055541992,0.049978007,-5.992344379425049,0.050021306,-5.990612506866455,0.050000012,-5.991464138031006,4.2222764e-06,0.00017018363,1.0,1.0,0.0,260.0,127.0,3259.0,12700.0,160.0,,566,1000,941.28,12289.441599999996,94128,1000,
79,2.4982355,0,56,5415.363886356354,79,0,154.4645,27.519042015075684,141.40591430664062,282.8602600097656,0.050026994,-5.990385055541992,0.049977995,-5.992344856262207,0.050021306,-5.990612506866455,0.050000012,-5.991464138031006,4.2545885e-06,0.00017146257,1.0,1.0,0.0,200.0,141.4,1298.04,14140.0,140.0,,635,1000,947.72,9054.7416,94772,981,
80,2.4988477,0,66,5483.157843351364,80,0,154.98395,27.923860549926758,138.79214477539062,277.6806945800781,0.050026994,-5.990385055541992,0.04997795,-5.99234676361084,0.05002134,-5.9906110763549805,0.050000012,-5.991464138031006,4.2865604e-06,0.00017273174,1.0,1.0,0.0,200.0,138.8,2126.5600000000004,13880.0,140.0,,572,1000,948.3,10396.87,94830,979,
81,2.4999876,0,18,5550.96518945694,81,0,155.49332,27.724101543426514,145.19424438476562,290.3997802734375,0.050026987,-5.99038553237915,0.049977876,-5.992349624633789,0.050021745,-5.990594863891602,0.050000012,-5.991464138031006,4.3182895e-06,0.0001739888,1.0,1.0,20.0,220.0,145.2,1596.9600000000005,14520.0,160.0,,539,1000,946.35,12129.307500000003,94635,1000,
82,2.498445,0,6,5618.270640134811,82,0,155.99059,27.23070192337036,137.19647216796875,274.4421081542969,0.050026983,-5.99038553237915,0.049977843,-5.992351055145264,0.050022166,-5.9905781745910645,0.050000012,-5.991464138031006,4.349717e-06,0.00017523604,1.0,1.0,0.0,240.0,137.2,2416.16,13720.0,180.0,,460,1000,945.88,14143.6056,94588,1000,
83,2.500143,0,78,5686.36429142952,83,0,156.47511,27.96680188179016,139.79885864257812,279.7052307128906,0.050026987,-5.99038553237915,0.049977805,-5.992352485656738,0.050022535,-5.99056339263916,0.050000012,-5.991464138031006,4.380897e-06,0.00017647035,1.0,1.0,0.0,220.0,139.8,2659.96,13980.0,120.0,,465,1000,958.6,9780.219999999998,95860,882,
84,2.5023513,0,3,5753.194896221161,84,0,156.95007,27.449811935424805,141.60452270507812,283.1703186035156,0.050026976,-5.990386009216309,0.049977783,-5.992353439331055,0.05002294,-5.990547180175781,0.050000012,-5.991464138031006,4.4117555e-06,0.00017769678,1.0,1.0,0.0,200.0,141.6,1765.44,14160.0,180.0,,540,1000,950.19,9675.5739,95019,1000,
85,2.4986444,0,69,5821.131325006485,85,0,157.41388,28.16323709487915,134.80374145507812,269.6699523925781,0.05002697,-5.990386009216309,0.049977746,-5.992354869842529,0.050023224,-5.990535736083984,0.050000012,-5.991464138031006,4.4424164e-06,0.00017891581,1.0,1.0,0.0,240.0,134.8,2796.96,13480.0,140.0,,644,1000,969.08,5177.0536,96908,923,
86,2.497987,0,12,5889.234548330307,86,0,157.86656,28.55471897125244,139.7959442138672,279.6529235839844,0.05002697,-5.990386009216309,0.04997763,-5.992359638214111,0.05002349,-5.990525245666504,0.050000012,-5.991464138031006,4.472892e-06,0.00018012675,1.0,1.0,0.0,220.0,139.8,2363.9600000000005,13980.0,160.0,,599,1000,968.02,5160.5396,96802,956,
87,2.4984517,0,3,5955.808147907257,87,0,158.30661,27.21950078010559,124.00865936279297,248.1174774169922,0.050026957,-5.990386486053467,0.049977496,-5.992364883422852,0.050023798,-5.990512847900391,0.050000012,-5.991464138031006,4.503164e-06,0.00018132577,1.0,1.0,0.0,240.0,124.0,3320.0,12400.0,180.0,,428,1000,946.2,11804.879999999996,94620,1000,
88,2.4971569,0,14,6023.318738698959,88,0,158.736,27.930049180984497,139.9998321533203,280.0265197753906,0.050026957,-5.990386486053467,0.049977485,-5.99236536026001,0.050024156,-5.9904985427856445,0.050000012,-5.991464138031006,4.5331403e-06,0.0001825182,1.0,1.0,0.0,260.0,140.0,2960.0,14000.0,160.0,,449,1000,957.77,10610.1171,95777,1000,
89,2.49919,0,2,6091.294493675232,89,0,159.15424,28.492547035217285,131.80905151367188,263.6611022949219,0.050026953,-5.990386486053467,0.049977545,-5.992362976074219,0.050024465,-5.990486145019531,0.050000012,-5.991464138031006,4.562951e-06,0.00018370266,1.0,1.0,0.0,220.0,131.8,3024.759999999999,13180.0,200.0,,553,1000,949.23,10270.937100000001,94923,1000,
90,2.4998062,0,7,6158.911545991898,90,0,159.56187,27.453755140304565,131.6106414794922,263.2565002441406,0.05002694,-5.990387439727783,0.049977522,-5.992363929748535,0.050024778,-5.990473747253418,0.050000012,-5.991464138031006,4.592562e-06,0.00018488066,1.0,1.0,0.0,220.0,131.6,3345.4399999999987,13160.0,180.0,,419,1000,950.93,12098.665100000002,95093,1000,
91,2.5007694,0,7,6226.545207977295,91,0,159.95996,28.173433542251587,137.1963348388672,274.441650390625,0.050026927,-5.990387916564941,0.049977295,-5.992372989654541,0.05002506,-5.990462303161621,0.050000023,-5.991463661193848,4.6220116e-06,0.00018605276,1.0,1.0,0.0,240.0,137.2,3080.160000000001,13720.0,180.0,,523,1000,958.41,9163.6019,95841,1000,
92,2.4982514,0,11,6294.71390080452,92,0,160.35028,28.57343554496765,131.6097412109375,263.28790283203125,0.05002692,-5.990387916564941,0.049977068,-5.992382049560547,0.050025254,-5.99045467376709,0.050000023,-5.991463661193848,4.6513155e-06,0.00018721812,1.0,1.0,0.0,220.0,131.6,2729.4399999999996,13160.0,160.0,,609,1000,958.79,7004.8659,95879,1000,
93,2.4974277,0,3,6363.395652770996,93,0,160.7281,28.8469181060791,134.59603881835938,269.1107177734375,0.050026916,-5.9903883934021,0.04997682,-5.992392063140869,0.050025456,-5.9904465675354,0.050000023,-5.991463661193848,4.680449e-06,0.00018837629,1.0,1.0,0.0,200.0,134.6,2638.84,13460.0,180.0,,607,1000,959.07,8063.125099999999,95907,1000,
94,2.496776,0,14,6431.100143194199,94,0,161.09752,28.21886897087097,139.4018096923828,278.9263916015625,0.05002691,-5.9903883934021,0.04997664,-5.992399215698242,0.050025538,-5.990443229675293,0.050000023,-5.991463661193848,4.7094036e-06,0.00018953199,1.0,1.0,0.0,220.0,139.4,2419.6399999999994,13940.0,160.0,,431,1000,963.01,9342.5499,96301,1000,
95,2.4981062,0,16,6499.37668967247,95,0,161.46251,28.681591987609863,143.8014678955078,287.71356201171875,0.0500269,-5.990388870239258,0.04997647,-5.992405891418457,0.050025575,-5.990441799163818,0.050000023,-5.991463661193848,4.7382937e-06,0.00019068242,1.0,1.0,0.0,200.0,143.8,1861.56,14380.0,160.0,,636,1000,964.71,6092.6458999999995,96471,1000,
96,2.497629,0,14,6567.547528743744,96,0,161.8215,28.640008687973022,148.59690856933594,297.2062072753906,0.050026894,-5.990388870239258,0.049976293,-5.99241304397583,0.050025657,-5.990438461303711,0.050000023,-5.991463661193848,4.7670555e-06,0.00019182838,1.0,1.0,0.0,220.0,148.6,1282.0400000000002,14860.0,160.0,,643,1000,967.34,6695.924399999998,96734,1000,
97,2.4985287,0,12,6635.4240736961365,97,0,162.17148,28.229400396347046,146.8020477294922,293.5245666503906,0.05002689,-5.990389347076416,0.049976043,-5.992423057556152,0.050025716,-5.99043607711792,0.050000023,-5.991463661193848,4.795705e-06,0.00019296772,1.0,1.0,0.0,200.0,146.8,1201.76,14680.0,160.0,,553,1000,967.88,6615.785600000002,96788,1000,
98,2.5008125,0,13,6703.134965181351,98,0,162.51271,28.150661945343018,146.0045166015625,292.0080261230469,0.050026886,-5.990389347076416,0.049975827,-5.992431640625,0.050025754,-5.990434646606445,0.050000023,-5.991463661193848,4.8241877e-06,0.00019409892,1.0,1.0,0.0,220.0,146.0,1700.0,14600.0,160.0,,516,1000,965.0,8354.82,96500,1000,
99,2.5007505,0,9,6772.375895738602,99,0,162.84198,28.89412569999695,150.3994598388672,300.9368896484375,0.050026875,-5.990389823913574,0.049975708,-5.992436408996582,0.050025743,-5.9904351234436035,0.050000023,-5.991463661193848,4.8524685e-06,0.0001952246,1.0,1.0,0.0,180.0,150.4,691.8400000000001,15040.0,160.0,,666,1000,982.52,2147.1096,98252,1000,
